,suburb,rooms,type,price,bathroom,car,month,year,total_2020_incidents
17088,Mill Park,3,h,735000.0,2.0,2.0,12,2017,1461
17089,Mill Park,3,h,553000.0,2.0,2.0,12,2017,1461
17090,Mill Park,3,h,603000.0,1.0,4.0,12,2017,1461
17091,Mill Park,4,h,671000.0,2.0,2.0,12,2017,1461
17092,Mill Park,3,h,598000.0,2.0,4.0,12,2017,1461
17093,Mill Park,4,h,660000.0,2.0,1.0,12,2017,1461
17094,Mill Park,5,h,730000.0,2.0,2.0,12,2017,1461
17095,Mill Park,3,h,712500.0,2.0,2.0,12,2017,1461
17096,Mill Park,3,h,592000.0,2.0,1.0,02,2018,1461
17097,Mill Park,3,h,635000.0,2.0,2.0,02,2018,1461
17098,Mill Park,3,h,690500.0,2.0,1.0,02,2018,1461
17099,Mill Park,4,h,825000.0,2.0,2.0,02,2018,1461
17100,Mill Park,4,h,737000.0,2.0,1.0,02,2018,1461
17101,Mill Park,4,h,872000.0,2.0,2.0,02,2018,1461
17102,Mill Park,3,h,579000.0,1.0,1.0,02,2018,1461
17103,Mill Park,3,h,530500.0,1.0,2.0,03,2018,1461
17104,Mill Park,4,h,775000.0,2.0,2.0,03,2018,1461
17105,Mill Park,3,h,722000.0,2.0,2.0,03,2018,1461
17106,Mill Park,3,h,615000.0,1.0,1.0,03,2018,1461
17107,Mill Park,4,h,800000.0,2.0,4.0,03,2018,1461
17108,Mill Park,5,h,780000.0,2.0,2.0,03,2018,1461
17109,Mill Park,3,h,763000.0,2.0,4.0,03,2018,1461
17110,Mill Park,4,h,702000.0,1.0,2.0,02,2018,1461
17111,Mill Park,3,h,785000.0,2.0,3.0,02,2018,1461
17112,Mill Park,4,h,737500.0,2.0,1.0,03,2018,1461
17113,Mill Park,3,h,640000.0,2.0,3.0,03,2018,1461
17114,Mill Park,3,h,665000.0,2.0,2.0,03,2018,1461
17115,Mill Park,3,h,625000.0,1.0,2.0,03,2018,1461
17116,Mill Park,3,h,590000.0,1.0,2.0,03,2018,1461
17117,Mill Park,3,h,620000.0,2.0,2.0,03,2018,1461
17118,Mill Park,3,h,530000.0,1.0,1.0,02,2018,1461
17119,Mill Park,3,h,612500.0,2.0,2.0,02,2018,1461
17120,Mill Park,5,h,815000.0,3.0,2.0,02,2018,1461
17121,Mill Park,4,h,722000.0,2.0,4.0,02,2018,1461
17122,Mill Park,3,h,585000.0,1.0,2.0,02,2018,1461
17123,Mill Park,3,h,728000.0,2.0,1.0,02,2018,1461
17124,Mill Park,4,h,708000.0,2.0,3.0,02,2018,1461
17125,Mill Park,3,h,750000.0,2.0,1.0,02,2018,1461
17126,Mill Park,3,h,715000.0,2.0,2.0,02,2018,1461
17127,Mitcham,3,h,950000.0,1.0,2.0,07,2017,575
17128,Mitcham,3,t,970000.0,2.0,1.0,07,2017,575
17129,Mitcham,4,h,1302000.0,1.0,1.0,06,2017,575
17130,Mitcham,3,t,800000.0,2.0,2.0,06,2017,575
17131,Mitcham,2,h,890000.0,2.0,1.0,06,2017,575
17132,Mitcham,3,h,960000.0,1.0,0.0,06,2017,575
17133,Mitcham,2,u,695000.0,1.0,1.0,05,2017,575
17134,Mitcham,2,h,655000.0,1.0,4.0,05,2017,575
17135,Mitcham,3,u,775000.0,1.0,2.0,05,2017,575
17136,Mitcham,3,u,820000.0,1.0,2.0,05,2017,575
17137,Mitcham,4,h,990000.0,2.0,2.0,05,2017,575
17138,Mitcham,2,h,883000.0,1.0,1.0,05,2017,575
17139,Mitcham,3,h,1095000.0,1.0,1.0,07,2017,575
17140,Mitcham,2,h,480000.0,1.0,1.0,07,2017,575
17141,Mitcham,3,h,1071000.0,1.0,2.0,08,2017,575
17142,Mitcham,3,t,973000.0,2.0,2.0,08,2017,575
17143,Mitcham,3,h,1045000.0,2.0,2.0,07,2017,575
17144,Mitcham,3,h,1101000.0,1.0,2.0,07,2017,575
17145,Mitcham,4,t,926000.0,3.0,2.0,07,2017,575
17146,Mitcham,3,h,1041000.0,2.0,1.0,09,2017,575
17147,Mitcham,4,h,1200000.0,3.0,2.0,09,2017,575
17148,Mitcham,3,t,799100.0,2.0,2.0,09,2017,575
17149,Mitcham,3,h,1237000.0,2.0,2.0,09,2017,575
17150,Mitcham,4,h,1120000.0,2.0,2.0,09,2017,575
17151,Mitcham,3,h,961000.0,2.0,1.0,09,2017,575
17152,Mitcham,2,u,700000.0,1.0,1.0,08,2017,575
17153,Mitcham,4,h,890000.0,2.0,2.0,09,2017,575
17154,Mitcham,5,h,1150000.0,2.0,2.0,09,2017,575
17155,Mitcham,4,h,1306000.0,2.0,2.0,09,2017,575
17156,Mitcham,3,h,902000.0,2.0,2.0,09,2017,575
17157,Mitcham,2,u,651000.0,1.0,1.0,08,2017,575
17158,Mitcham,3,h,855000.0,2.0,2.0,08,2017,575
17159,Mitcham,4,h,1185000.0,3.0,2.0,08,2017,575
17160,Mitcham,2,h,735000.0,2.0,1.0,08,2017,575
17161,Mitcham,3,u,907800.0,2.0,2.0,08,2017,575
17162,Mitcham,3,h,1010000.0,2.0,2.0,08,2017,575
17163,Mitcham,3,t,850000.0,2.0,1.0,10,2017,575
17164,Mitcham,4,h,1451000.0,2.0,2.0,10,2017,575
17165,Mitcham,4,h,1705000.0,2.0,2.0,10,2017,575
17166,Mitcham,4,h,993000.0,2.0,2.0,10,2017,575
17167,Mitcham,3,h,1104000.0,2.0,2.0,10,2017,575
17168,Mitcham,4,h,958888.0,2.0,1.0,10,2017,575
17169,Mitcham,3,h,1050000.0,1.0,1.0,10,2017,575
17170,Mitcham,16,h,5000000.0,8.0,8.0,10,2017,575
17171,Mitcham,3,h,1370000.0,2.0,2.0,10,2017,575
17172,Mitcham,5,h,1230000.0,3.0,2.0,10,2017,575
17173,Mitcham,4,h,1111000.0,2.0,2.0,11,2017,575
17174,Mitcham,3,h,1070000.0,1.0,1.0,11,2017,575
17175,Mitcham,3,h,985000.0,1.0,1.0,11,2017,575
17176,Mitcham,3,h,1050000.0,1.0,2.0,11,2017,575
17177,Mitcham,3,h,1020000.0,1.0,1.0,01,2018,575
17178,Mitcham,3,h,1151000.0,2.0,2.0,01,2018,575
17179,Mitcham,3,h,890000.0,2.0,2.0,12,2017,575
17180,Mitcham,3,h,2305000.0,1.0,2.0,12,2017,575
17181,Mitcham,3,h,1050000.0,1.0,2.0,02,2018,575
17182,Mitcham,3,h,985000.0,1.0,1.0,02,2018,575
17183,Mitcham,4,h,1212000.0,2.0,2.0,03,2018,575
17184,Mitcham,3,h,1600000.0,2.0,2.0,02,2018,575
17185,Mitcham,4,h,945000.0,2.0,2.0,02,2018,575
17186,Mitcham,3,h,1070000.0,2.0,1.0,02,2018,575
17187,Montmorency,3,h,655000.0,2.0,3.0,07,2017,174
17188,Montmorency,3,h,960000.0,1.0,1.0,07,2017,174
17189,Montmorency,3,u,569000.0,1.0,2.0,06,2017,174
17190,Montmorency,3,h,755000.0,1.0,2.0,06,2017,174
17191,Montmorency,3,h,1130000.0,2.0,2.0,05,2017,174
17192,Montmorency,3,t,960000.0,2.0,2.0,05,2017,174
17193,Montmorency,4,h,1050000.0,2.0,1.0,05,2017,174
17194,Montmorency,3,h,900000.0,1.0,1.0,05,2017,174
17195,Montmorency,3,h,806000.0,1.0,0.0,05,2017,174
17196,Montmorency,3,h,1160000.0,2.0,1.0,05,2017,174
17197,Montmorency,3,h,700000.0,1.0,3.0,05,2017,174
17198,Montmorency,4,h,980000.0,3.0,2.0,05,2017,174
17199,Montmorency,3,h,881100.0,2.0,4.0,08,2017,174
17200,Montmorency,3,t,820000.0,2.0,2.0,07,2017,174
17201,Montmorency,3,h,1301000.0,2.0,2.0,07,2017,174
17202,Montmorency,3,h,910000.0,1.0,2.0,09,2017,174
17203,Montmorency,3,h,970000.0,2.0,2.0,09,2017,174
17204,Montmorency,4,h,940000.0,2.0,2.0,09,2017,174
17205,Montmorency,2,u,620000.0,1.0,1.0,09,2017,174
17206,Montmorency,3,h,756000.0,1.0,2.0,08,2017,174
17207,Montmorency,4,h,1050000.0,2.0,3.0,08,2017,174
17208,Montmorency,3,h,835000.0,2.0,2.0,08,2017,174
17209,Montmorency,5,h,850000.0,2.0,2.0,10,2017,174
17210,Montmorency,3,h,841000.0,1.0,2.0,10,2017,174
17211,Montmorency,4,h,1375000.0,2.0,2.0,10,2017,174
17212,Montmorency,3,h,941000.0,2.0,2.0,10,2017,174
17213,Montmorency,4,h,900000.0,2.0,2.0,11,2017,174
17214,Montmorency,3,h,790000.0,1.0,2.0,11,2017,174
17215,Montmorency,3,h,907000.0,2.0,3.0,01,2018,174
17216,Montmorency,5,h,850000.0,2.0,2.0,02,2018,174
17217,Montmorency,5,h,980000.0,3.0,2.0,03,2018,174
17218,Montmorency,5,h,1180000.0,3.0,2.0,02,2018,174
17219,Montmorency,3,h,931500.0,1.0,1.0,02,2018,174
17220,Mordialloc,4,h,800000.0,3.0,3.0,07,2017,754
17221,Mordialloc,4,h,1225000.0,2.0,2.0,07,2017,754
17222,Mordialloc,1,u,519000.0,1.0,1.0,06,2017,754
17223,Mordialloc,4,t,1170000.0,2.0,2.0,06,2017,754
17224,Mordialloc,4,h,1350000.0,2.0,2.0,06,2017,754
17225,Mordialloc,4,h,1150000.0,2.0,2.0,06,2017,754
17226,Mordialloc,2,u,470500.0,1.0,1.0,06,2017,754
17227,Mordialloc,4,h,920000.0,2.0,2.0,06,2017,754
17228,Mordialloc,2,h,1110000.0,1.0,1.0,06,2017,754
17229,Mordialloc,4,h,1400000.0,2.0,2.0,07,2017,754
17230,Mordialloc,3,t,1627000.0,2.0,2.0,07,2017,754
17231,Mordialloc,4,h,1800000.0,2.0,2.0,08,2017,754
17232,Mordialloc,4,h,1440000.0,2.0,2.0,08,2017,754
17233,Mordialloc,1,u,309000.0,1.0,1.0,07,2017,754
17234,Mordialloc,2,u,600000.0,1.0,1.0,07,2017,754
17235,Mordialloc,2,h,1300000.0,1.0,2.0,09,2017,754
17236,Mordialloc,2,h,900000.0,2.0,2.0,09,2017,754
17237,Mordialloc,2,u,675000.0,1.0,1.0,09,2017,754
17238,Mordialloc,4,h,1285000.0,2.0,4.0,09,2017,754
17239,Mordialloc,3,h,1150000.0,1.0,2.0,08,2017,754
17240,Mordialloc,2,u,401000.0,1.0,1.0,09,2017,754
17241,Mordialloc,4,h,1500000.0,3.0,2.0,08,2017,754
17242,Mordialloc,4,h,1617000.0,3.0,3.0,08,2017,754
17243,Mordialloc,3,t,755000.0,2.0,2.0,08,2017,754
17244,Mordialloc,3,h,1350000.0,2.0,2.0,10,2017,754
17245,Mordialloc,3,h,790000.0,1.0,1.0,10,2017,754
17246,Mordialloc,3,t,870000.0,2.0,2.0,10,2017,754
17247,Mordialloc,3,t,792000.0,1.0,0.0,10,2017,754
17248,Mordialloc,3,h,1351000.0,1.0,2.0,10,2017,754
17249,Mordialloc,4,h,1350000.0,3.0,2.0,10,2017,754
17250,Mordialloc,3,h,850000.0,2.0,2.0,11,2017,754
17251,Mordialloc,3,h,1480000.0,1.0,2.0,11,2017,754
17252,Mordialloc,3,h,1120000.0,1.0,2.0,11,2017,754
17253,Mordialloc,3,h,801000.0,1.0,2.0,11,2017,754
17254,Mordialloc,4,h,1450000.0,3.0,2.0,02,2018,754
17255,Mordialloc,5,h,1300000.0,3.0,2.0,03,2018,754
17256,Mount Waverley,3,h,1205000.0,2.0,2.0,07,2017,1155
17257,Mount Waverley,4,h,1720000.0,2.0,3.0,07,2017,1155
17258,Mount Waverley,5,h,1600000.0,3.0,3.0,07,2017,1155
17259,Mount Waverley,3,h,944000.0,1.0,1.0,07,2017,1155
17260,Mount Waverley,3,h,1385000.0,1.0,2.0,07,2017,1155
17261,Mount Waverley,3,h,2000000.0,1.0,2.0,07,2017,1155
17262,Mount Waverley,2,u,720000.0,1.0,1.0,06,2017,1155
17263,Mount Waverley,2,u,572000.0,1.0,1.0,06,2017,1155
17264,Mount Waverley,3,h,1640000.0,1.0,2.0,06,2017,1155
17265,Mount Waverley,3,t,1011000.0,2.0,2.0,06,2017,1155
17266,Mount Waverley,5,h,1450000.0,2.0,2.0,06,2017,1155
17267,Mount Waverley,3,h,1530000.0,1.0,2.0,06,2017,1155
17268,Mount Waverley,4,h,1352000.0,3.0,2.0,06,2017,1155
17269,Mount Waverley,3,h,1360000.0,2.0,2.0,06,2017,1155
17270,Mount Waverley,3,h,1530000.0,1.0,1.0,06,2017,1155
17271,Mount Waverley,4,h,1728000.0,3.0,2.0,06,2017,1155
17272,Mount Waverley,3,h,1200000.0,1.0,4.0,06,2017,1155
17273,Mount Waverley,4,h,1387000.0,2.0,4.0,06,2017,1155
17274,Mount Waverley,4,t,970000.0,2.0,2.0,06,2017,1155
17275,Mount Waverley,3,u,870000.0,2.0,2.0,06,2017,1155
17276,Mount Waverley,3,h,1250000.0,1.0,1.0,06,2017,1155
17277,Mount Waverley,4,t,1250800.0,2.0,2.0,05,2017,1155
17278,Mount Waverley,4,h,1327000.0,3.0,2.0,05,2017,1155
17279,Mount Waverley,2,u,670000.0,1.0,1.0,05,2017,1155
17280,Mount Waverley,3,h,1615000.0,1.0,2.0,05,2017,1155
17281,Mount Waverley,4,h,1400000.0,3.0,2.0,05,2017,1155
17282,Mount Waverley,2,u,620000.0,1.0,1.0,05,2017,1155
17283,Mount Waverley,3,h,1150000.0,2.0,3.0,07,2017,1155
17284,Mount Waverley,3,t,1375000.0,2.0,2.0,07,2017,1155
17285,Mount Waverley,3,h,850000.0,1.0,2.0,07,2017,1155
17286,Mount Waverley,3,h,1850000.0,1.0,1.0,07,2017,1155
17287,Mount Waverley,3,t,900000.0,2.0,2.0,08,2017,1155
17288,Mount Waverley,2,u,730000.0,1.0,1.0,08,2017,1155
17289,Mount Waverley,5,h,2558000.0,5.0,2.0,08,2017,1155
17290,Mount Waverley,3,h,1800000.0,2.0,2.0,07,2017,1155
17291,Mount Waverley,3,h,1700000.0,1.0,2.0,07,2017,1155
17292,Mount Waverley,5,h,2248000.0,5.0,2.0,07,2017,1155
17293,Mount Waverley,3,h,1260000.0,1.0,2.0,07,2017,1155
17294,Mount Waverley,3,h,1267000.0,2.0,4.0,07,2017,1155
17295,Mount Waverley,2,u,611000.0,1.0,1.0,07,2017,1155
17296,Mount Waverley,4,h,1750000.0,2.0,2.0,07,2017,1155
17297,Mount Waverley,3,h,1635000.0,1.0,2.0,07,2017,1155
17298,Mount Waverley,3,h,1406000.0,2.0,2.0,07,2017,1155
17299,Mount Waverley,4,h,1640000.0,2.0,2.0,07,2017,1155
17300,Mount Waverley,3,h,1800000.0,2.0,2.0,09,2017,1155
17301,Mount Waverley,4,h,1100000.0,2.0,2.0,09,2017,1155
17302,Mount Waverley,4,h,1460000.0,2.0,2.0,09,2017,1155
17303,Mount Waverley,3,h,1825000.0,2.0,2.0,09,2017,1155
17304,Mount Waverley,3,u,851000.0,1.0,2.0,09,2017,1155
17305,Mount Waverley,4,u,1175000.0,2.0,2.0,09,2017,1155
17306,Mount Waverley,4,h,1250000.0,2.0,2.0,09,2017,1155
17307,Mount Waverley,3,h,1030000.0,1.0,1.0,09,2017,1155
17308,Mount Waverley,3,h,1000000.0,1.0,1.0,09,2017,1155
17309,Mount Waverley,4,h,1416000.0,3.0,2.0,09,2017,1155
17310,Mount Waverley,4,h,1386000.0,2.0,3.0,09,2017,1155
17311,Mount Waverley,5,h,2420000.0,5.0,2.0,09,2017,1155
17312,Mount Waverley,4,h,1412000.0,3.0,2.0,09,2017,1155
17313,Mount Waverley,4,h,1335000.0,1.0,3.0,09,2017,1155
17314,Mount Waverley,5,h,1323000.0,2.0,2.0,09,2017,1155
17315,Mount Waverley,3,h,1451000.0,2.0,1.0,09,2017,1155
17316,Mount Waverley,4,h,1480000.0,2.0,2.0,09,2017,1155
17317,Mount Waverley,3,h,1150000.0,2.0,2.0,09,2017,1155
17318,Mount Waverley,3,u,875000.0,2.0,1.0,08,2017,1155
17319,Mount Waverley,3,t,1150000.0,2.0,2.0,08,2017,1155
17320,Mount Waverley,4,h,1750000.0,2.0,2.0,08,2017,1155
17321,Mount Waverley,5,h,1940000.0,3.0,2.0,08,2017,1155
17322,Mount Waverley,4,h,1340000.0,2.0,2.0,08,2017,1155
17323,Mount Waverley,3,h,1425000.0,1.0,0.0,09,2017,1155
17324,Mount Waverley,4,h,1400000.0,2.0,2.0,09,2017,1155
17325,Mount Waverley,3,h,1586000.0,1.0,1.0,09,2017,1155
17326,Mount Waverley,3,h,1560000.0,1.0,2.0,09,2017,1155
17327,Mount Waverley,3,u,853000.0,2.0,2.0,09,2017,1155
17328,Mount Waverley,2,u,873000.0,2.0,2.0,09,2017,1155
17329,Mount Waverley,4,h,1408000.0,2.0,2.0,09,2017,1155
17330,Mount Waverley,4,h,1800000.0,3.0,2.0,09,2017,1155
17331,Mount Waverley,3,h,1028800.0,2.0,1.0,08,2017,1155
17332,Mount Waverley,3,h,1761000.0,1.0,2.0,08,2017,1155
17333,Mount Waverley,4,h,1470000.0,2.0,2.0,08,2017,1155
17334,Mount Waverley,3,h,1430000.0,1.0,2.0,08,2017,1155
17335,Mount Waverley,6,h,1840000.0,2.0,2.0,08,2017,1155
17336,Mount Waverley,4,h,1500000.0,2.0,2.0,08,2017,1155
17337,Mount Waverley,3,h,1700000.0,1.0,2.0,08,2017,1155
17338,Mount Waverley,3,t,1035000.0,2.0,2.0,08,2017,1155
17339,Mount Waverley,3,h,1400000.0,1.0,2.0,10,2017,1155
17340,Mount Waverley,3,h,1300000.0,1.0,0.0,10,2017,1155
17341,Mount Waverley,3,h,1360000.0,1.0,1.0,10,2017,1155
17342,Mount Waverley,3,h,1470000.0,1.0,2.0,10,2017,1155
17343,Mount Waverley,4,h,1775000.0,2.0,1.0,10,2017,1155
17344,Mount Waverley,3,h,950000.0,1.0,2.0,10,2017,1155
17345,Mount Waverley,4,h,1650000.0,3.0,4.0,10,2017,1155
17346,Mount Waverley,3,h,1651000.0,2.0,2.0,10,2017,1155
17347,Mount Waverley,3,h,1360000.0,1.0,1.0,10,2017,1155
17348,Mount Waverley,5,h,2820000.0,5.0,2.0,10,2017,1155
17349,Mount Waverley,4,h,1472000.0,2.0,2.0,10,2017,1155
17350,Mount Waverley,3,h,1375000.0,1.0,1.0,10,2017,1155
17351,Mount Waverley,3,h,1430000.0,1.0,4.0,10,2017,1155
17352,Mount Waverley,3,u,1542000.0,2.0,2.0,10,2017,1155
17353,Mount Waverley,3,h,1380000.0,1.0,2.0,10,2017,1155
17354,Mount Waverley,4,h,1635000.0,2.0,2.0,10,2017,1155
17355,Mount Waverley,3,h,1190000.0,1.0,3.0,10,2017,1155
17356,Mount Waverley,5,h,1696000.0,3.0,2.0,10,2017,1155
17357,Mount Waverley,5,h,2105000.0,3.0,2.0,10,2017,1155
17358,Mount Waverley,3,h,1460000.0,1.0,2.0,11,2017,1155
17359,Mount Waverley,1,h,1820000.0,1.0,1.0,11,2017,1155
17360,Mount Waverley,3,h,1400000.0,1.0,1.0,11,2017,1155
17361,Mount Waverley,4,h,1510000.0,2.0,2.0,11,2017,1155
17362,Mount Waverley,5,h,1300000.0,3.0,2.0,11,2017,1155
17363,Mount Waverley,3,h,1400000.0,1.0,1.0,11,2017,1155
17364,Mount Waverley,4,h,980000.0,2.0,2.0,11,2017,1155
17365,Mount Waverley,5,h,1856000.0,3.0,2.0,01,2018,1155
17366,Mount Waverley,3,h,1240000.0,2.0,1.0,01,2018,1155
17367,Mount Waverley,2,h,1240000.0,2.0,1.0,01,2018,1155
17368,Mount Waverley,3,h,1215000.0,2.0,2.0,01,2018,1155
17369,Mount Waverley,5,h,2700000.0,3.0,2.0,01,2018,1155
17370,Mount Waverley,3,h,1100000.0,1.0,1.0,12,2017,1155
17371,Mount Waverley,4,h,1560000.0,2.0,2.0,12,2017,1155
17372,Mount Waverley,3,h,1400000.0,1.0,2.0,12,2017,1155
17373,Mount Waverley,4,h,1250000.0,2.0,3.0,12,2017,1155
17374,Mount Waverley,3,h,1330000.0,1.0,1.0,03,2018,1155
17375,Mount Waverley,4,h,940000.0,4.0,2.0,02,2018,1155
17376,Mount Waverley,4,h,1530000.0,2.0,1.0,02,2018,1155
17377,Mount Waverley,4,h,1378000.0,1.0,1.0,03,2018,1155
17378,Mount Waverley,5,h,855000.0,2.0,2.0,03,2018,1155
17379,Mount Waverley,4,h,1092000.0,2.0,2.0,03,2018,1155
17380,Mount Waverley,4,h,1705000.0,2.0,2.0,03,2018,1155
17381,Mount Waverley,3,h,1000000.0,1.0,2.0,03,2018,1155
17382,Mount Waverley,3,h,1400000.0,1.0,2.0,03,2018,1155
17383,Mount Waverley,4,h,1500000.0,2.0,2.0,03,2018,1155
17384,Mount Waverley,5,h,1760000.0,2.0,2.0,02,2018,1155
17385,Mount Waverley,5,h,1430000.0,2.0,4.0,02,2018,1155
17386,Mount Waverley,4,h,1870000.0,2.0,2.0,02,2018,1155
17387,Mount Waverley,4,h,1450000.0,2.0,2.0,02,2018,1155
17388,Narre Warren,3,h,650000.0,1.0,4.0,07,2017,2092
17389,Narre Warren,3,h,655000.0,2.0,2.0,07,2017,2092
17390,Narre Warren,3,h,597500.0,1.0,2.0,06,2017,2092
17391,Narre Warren,4,h,655000.0,2.0,2.0,08,2017,2092
17392,Narre Warren,3,h,620000.0,2.0,2.0,07,2017,2092
17393,Narre Warren,3,h,605000.0,2.0,2.0,07,2017,2092
17394,Narre Warren,4,h,761000.0,3.0,4.0,09,2017,2092
17395,Narre Warren,4,h,792500.0,2.0,2.0,09,2017,2092
17396,Narre Warren,3,h,570000.0,2.0,2.0,08,2017,2092
17397,Narre Warren,3,h,652500.0,2.0,2.0,10,2017,2092
17398,Narre Warren,4,h,675000.0,3.0,4.0,09,2017,2092
17399,Narre Warren,3,h,652000.0,2.0,2.0,02,2018,2092
17400,Narre Warren,3,t,495000.0,2.0,1.0,02,2018,2092
17401,Nunawading,4,h,1100000.0,2.0,3.0,07,2017,567
17402,Nunawading,3,h,926000.0,1.0,0.0,07,2017,567
17403,Nunawading,4,t,950000.0,2.0,2.0,06,2017,567
17404,Nunawading,4,h,1430000.0,3.0,2.0,06,2017,567
17405,Nunawading,3,h,913000.0,2.0,1.0,06,2017,567
17406,Nunawading,5,h,1060000.0,3.0,2.0,06,2017,567
17407,Nunawading,3,u,806000.0,1.0,2.0,06,2017,567
17408,Nunawading,4,h,1075000.0,2.0,2.0,06,2017,567
17409,Nunawading,3,t,1235000.0,3.0,2.0,05,2017,567
17410,Nunawading,4,h,1570000.0,2.0,1.0,05,2017,567
17411,Nunawading,3,u,777000.0,2.0,2.0,05,2017,567
17412,Nunawading,3,h,1040000.0,1.0,1.0,07,2017,567
17413,Nunawading,2,u,676000.0,1.0,1.0,07,2017,567
17414,Nunawading,3,h,1002000.0,1.0,2.0,07,2017,567
17415,Nunawading,4,t,1175000.0,3.0,2.0,07,2017,567
17416,Nunawading,3,h,1310000.0,1.0,2.0,08,2017,567
17417,Nunawading,2,u,725000.0,1.0,2.0,07,2017,567
17418,Nunawading,3,u,813000.0,2.0,2.0,07,2017,567
17419,Nunawading,3,h,903000.0,2.0,2.0,09,2017,567
17420,Nunawading,3,t,860000.0,2.0,2.0,08,2017,567
17421,Nunawading,3,h,1218000.0,1.0,1.0,08,2017,567
17422,Nunawading,3,h,945000.0,1.0,2.0,09,2017,567
17423,Nunawading,3,u,870000.0,2.0,2.0,09,2017,567
17424,Nunawading,3,h,805000.0,1.0,1.0,08,2017,567
17425,Nunawading,2,u,710000.0,1.0,1.0,08,2017,567
17426,Nunawading,3,h,1055000.0,1.0,4.0,10,2017,567
17427,Nunawading,3,h,1056000.0,1.0,2.0,10,2017,567
17428,Nunawading,3,h,735000.0,1.0,2.0,10,2017,567
17429,Nunawading,3,h,1491000.0,2.0,2.0,10,2017,567
17430,Nunawading,3,h,1200000.0,2.0,2.0,10,2017,567
17431,Nunawading,4,h,1237000.0,2.0,1.0,10,2017,567
17432,Nunawading,3,h,1000000.0,2.0,1.0,11,2017,567
17433,Nunawading,5,h,1950000.0,3.0,4.0,11,2017,567
17434,Nunawading,5,h,1700000.0,3.0,4.0,11,2017,567
17435,Nunawading,3,h,1000000.0,1.0,2.0,01,2018,567
17436,Nunawading,3,h,1102000.0,2.0,3.0,01,2018,567
17437,Nunawading,3,h,1100000.0,1.0,2.0,12,2017,567
17438,Nunawading,3,h,970000.0,1.0,2.0,02,2018,567
17439,Nunawading,3,h,836000.0,2.0,2.0,03,2018,567
17440,Nunawading,3,h,950000.0,1.0,4.0,03,2018,567
17441,Nunawading,3,h,1115000.0,1.0,1.0,03,2018,567
17442,Nunawading,3,h,1105000.0,2.0,1.0,03,2018,567
17443,Nunawading,3,t,900000.0,1.0,1.0,02,2018,567
17444,Oakleigh East,5,h,1525000.0,3.0,6.0,07,2017,319
17445,Oakleigh East,6,h,1900000.0,4.0,3.0,07,2017,319
17446,Oakleigh East,2,h,1114000.0,1.0,1.0,06,2017,319
17447,Oakleigh East,3,u,740000.0,1.0,1.0,06,2017,319
17448,Oakleigh East,3,t,820000.0,2.0,1.0,06,2017,319
17449,Oakleigh East,3,h,1210000.0,1.0,2.0,06,2017,319
17450,Oakleigh East,3,h,1292000.0,1.0,1.0,05,2017,319
17451,Oakleigh East,4,t,912000.0,2.0,2.0,05,2017,319
17452,Oakleigh East,3,h,875000.0,2.0,2.0,07,2017,319
17453,Oakleigh East,2,h,1150000.0,1.0,3.0,07,2017,319
17454,Oakleigh East,3,t,905000.0,2.0,1.0,08,2017,319
17455,Oakleigh East,3,h,1382000.0,2.0,2.0,09,2017,319
17456,Oakleigh East,5,h,1225000.0,3.0,2.0,10,2017,319
17457,Oakleigh East,3,h,997000.0,2.0,2.0,11,2017,319
17458,Oakleigh East,3,h,1775000.0,1.0,1.0,03,2018,319
17459,Oakleigh East,4,h,1325000.0,2.0,2.0,03,2018,319
17460,Oakleigh East,4,h,1140000.0,2.0,2.0,03,2018,319
17461,Oakleigh East,3,h,1180000.0,1.0,2.0,02,2018,319
17462,Parkdale,3,t,1000000.0,2.0,2.0,07,2017,498
17463,Parkdale,3,h,820000.0,2.0,2.0,07,2017,498
17464,Parkdale,3,h,1315000.0,2.0,2.0,06,2017,498
17465,Parkdale,3,h,940000.0,2.0,2.0,06,2017,498
17466,Parkdale,4,h,1300000.0,2.0,2.0,06,2017,498
17467,Parkdale,4,h,1300000.0,2.0,2.0,06,2017,498
17468,Parkdale,3,h,1400000.0,2.0,2.0,06,2017,498
17469,Parkdale,2,h,1270000.0,1.0,4.0,05,2017,498
17470,Parkdale,5,h,1485000.0,2.0,2.0,05,2017,498
17471,Parkdale,4,h,1137500.0,2.0,4.0,05,2017,498
17472,Parkdale,3,h,1415000.0,1.0,2.0,05,2017,498
17473,Parkdale,4,h,2185000.0,2.0,3.0,07,2017,498
17474,Parkdale,3,h,1051000.0,2.0,2.0,08,2017,498
17475,Parkdale,3,t,1206000.0,2.0,2.0,08,2017,498
17476,Parkdale,3,t,1190000.0,2.0,2.0,07,2017,498
17477,Parkdale,1,t,503750.0,1.0,1.0,07,2017,498
17478,Parkdale,5,h,1350000.0,2.0,2.0,07,2017,498
17479,Parkdale,3,h,865000.0,1.0,1.0,09,2017,498
17480,Parkdale,4,h,1320000.0,2.0,5.0,09,2017,498
17481,Parkdale,3,t,930000.0,1.0,2.0,09,2017,498
17482,Parkdale,2,u,672000.0,1.0,1.0,09,2017,498
17483,Parkdale,4,h,1630000.0,2.0,2.0,09,2017,498
17484,Parkdale,5,h,1100000.0,3.0,4.0,09,2017,498
17485,Parkdale,4,h,1230000.0,2.0,2.0,09,2017,498
17486,Parkdale,2,t,625500.0,1.0,1.0,09,2017,498
17487,Parkdale,3,h,1250000.0,1.0,2.0,09,2017,498
