Suburb,Rooms,Type,Price,Postcode,Bathroom,Car,Landsize,Year,Month,Day,Crime Average
point cook,4,0,760000.0,3030.0,2.0,2.0,496.0,2018,9,2,1541.0
point cook,4,0,697000.0,3030.0,2.0,2.0,530.0,2018,9,2,1541.0
point cook,4,0,631500.0,3030.0,2.0,2.0,400.0,2018,9,2,1541.0
port melbourne,3,0,1950000.0,3207.0,1.0,2.0,247.0,2018,9,2,176.0
reservoir,3,0,775000.0,3073.0,1.0,1.0,715.0,2018,9,2,3428.0
rosanna,4,0,1210000.0,3084.0,2.0,2.0,762.0,2018,9,2,301.0
sandhurst,3,0,640000.0,3977.0,3.0,2.0,390.0,2018,9,2,84.0
sandringham,4,0,1600000.0,3191.0,2.0,2.0,446.0,2018,9,2,502.0
seaford,4,0,800000.0,3198.0,1.0,2.0,630.0,2018,9,2,1672.0
south kingsville,4,2,1015000.0,3015.0,3.0,2.0,328.0,2018,9,2,53.0
south morang,3,0,652000.0,3752.0,2.0,2.0,600.0,2018,9,2,1010.0
sunbury,4,0,610000.0,3429.0,2.0,2.0,641.0,2018,9,2,2168.0
tarneit,3,0,516000.0,3029.0,2.0,2.0,351.0,2018,9,2,1356.0
taylors hill,4,0,735000.0,3037.0,2.0,2.0,596.0,2018,9,2,337.0
templestowe lower,4,0,1150000.0,3107.0,2.0,0.0,754.0,2018,9,2,374.0
templestowe lower,4,0,1410000.0,3107.0,3.0,2.0,735.0,2018,9,2,374.0
thomastown,4,0,600000.0,3074.0,1.0,5.0,581.0,2018,9,2,1847.0
thornbury,4,0,1850000.0,3071.0,1.0,4.0,746.0,2018,9,2,1278.0
truganina,4,0,612500.0,3029.0,2.0,2.0,350.0,2018,9,2,86.0
truganina,4,0,607000.0,3029.0,2.0,2.0,350.0,2018,9,2,86.0
truganina,4,0,611000.0,3029.0,2.0,2.0,510.0,2018,9,2,86.0
truganina,3,0,557500.0,3029.0,2.0,2.0,560.0,2018,9,2,86.0
tullamarine,4,0,680000.0,3043.0,2.0,1.0,534.0,2018,9,2,180.0
upwey,5,0,1075000.0,3158.0,2.0,3.0,1993.0,2018,9,2,206.0
wantirna south,5,0,1371000.0,3152.0,2.0,2.0,911.0,2018,9,2,1378.0
wantirna south,3,0,940000.0,3152.0,1.0,2.0,720.0,2018,9,2,1378.0
werribee,3,0,470000.0,3030.0,1.0,2.0,560.0,2018,9,2,3229.0
werribee,4,0,580000.0,3030.0,2.0,2.0,294.0,2018,9,2,3229.0
wheelers hill,4,0,1580000.0,3150.0,2.0,2.0,855.0,2018,9,2,551.0
williamstown north,3,0,1000000.0,3016.0,2.0,4.0,517.0,2018,9,2,123.0
wollert,4,0,620000.0,3750.0,2.0,2.0,391.0,2018,9,2,499.0
wollert,4,0,615000.0,3750.0,2.0,2.0,384.0,2018,9,2,499.0
airport west,5,0,1025000.0,3042.0,2.0,3.0,764.0,2018,0,20,752.0
dandenong north,3,0,631000.0,3175.0,1.0,1.0,557.0,2018,0,20,1164.0
kilsyth,3,0,650000.0,3137.0,1.0,1.0,623.0,2018,0,20,64.0
knoxfield,5,0,935000.0,3180.0,3.0,2.0,528.0,2018,0,20,422.0
rosanna,4,0,1180000.0,3084.0,2.0,2.0,628.0,2018,0,20,301.0
seaford,3,0,760000.0,3198.0,1.0,1.0,671.0,2018,0,20,1672.0
wallan,3,0,430000.0,3756.0,2.0,2.0,683.0,2018,0,20,781.0
wantirna,4,0,975000.0,3152.0,2.0,2.0,642.0,2018,0,20,530.0
ardeer,3,0,620000.0,3022.0,1.0,2.0,697.0,2018,0,27,279.0
epping,4,0,775000.0,3076.0,2.0,2.0,617.0,2018,0,27,2625.0
ferntree gully,3,0,900000.0,3156.0,1.0,2.0,1309.0,2018,0,27,1240.0
frankston,3,0,625000.0,3199.0,1.0,1.0,616.0,2018,0,27,5810.0
surrey hills,3,0,1550000.0,3127.0,2.0,2.0,307.0,2018,0,27,222.0
wheelers hill,4,0,1077000.0,3150.0,2.0,2.0,697.0,2018,0,27,551.0
airport west,3,0,890000.0,3042.0,2.0,1.0,306.0,2018,2,3,752.0
airport west,3,0,975000.0,3042.0,2.0,1.0,303.0,2018,2,3,752.0
airport west,3,2,891000.0,3042.0,2.0,2.0,314.0,2018,2,3,752.0
albert park,3,0,1650000.0,3206.0,2.0,0.0,134.0,2018,2,3,546.0
alphington,4,0,1480000.0,3078.0,1.0,2.0,574.0,2018,2,3,185.0
alphington,4,0,2420000.0,3078.0,2.0,3.0,1134.0,2018,2,3,185.0
altona,3,0,1815000.0,3018.0,2.0,2.0,690.0,2018,2,3,597.0
altona meadows,3,0,600000.0,3028.0,2.0,1.0,479.0,2018,2,3,746.0
altona north,3,0,700000.0,3025.0,1.0,2.0,441.0,2018,2,3,920.0
ardeer,4,0,624000.0,3022.0,1.0,4.0,601.0,2018,2,3,279.0
ascot vale,3,0,1050000.0,3032.0,1.0,1.0,272.0,2018,2,3,1111.0
ashburton,5,0,2850500.0,3147.0,2.0,2.0,697.0,2018,2,3,352.0
ashburton,4,0,1400000.0,3147.0,2.0,2.0,666.0,2018,2,3,352.0
aspendale,3,2,1095000.0,3195.0,2.0,1.0,284.0,2018,2,3,206.0
aspendale gardens,3,0,1015000.0,3195.0,2.0,2.0,633.0,2018,2,3,135.0
avondale heights,3,0,904000.0,3034.0,1.0,2.0,604.0,2018,2,3,370.0
avondale heights,3,0,680000.0,3034.0,2.0,1.0,321.0,2018,2,3,370.0
avondale heights,3,0,725000.0,3034.0,1.0,1.0,581.0,2018,2,3,370.0
balwyn,5,0,2800000.0,3103.0,2.0,2.0,1105.0,2018,2,3,411.0
balwyn,5,0,2360000.0,3103.0,2.0,3.0,678.0,2018,2,3,411.0
balwyn,5,0,4000000.0,3103.0,3.0,3.0,1527.0,2018,2,3,411.0
balwyn,4,0,2140000.0,3103.0,2.0,3.0,525.0,2018,2,3,411.0
balwyn north,4,2,1190000.0,3104.0,2.0,2.0,260.0,2018,2,3,514.0
balwyn north,5,0,1510000.0,3104.0,1.0,2.0,760.0,2018,2,3,514.0
balwyn north,4,0,2255000.0,3104.0,2.0,2.0,576.0,2018,2,3,514.0
balwyn north,4,0,1905000.0,3104.0,2.0,2.0,823.0,2018,2,3,514.0
beaumaris,4,2,1820000.0,3193.0,2.0,3.0,353.0,2018,2,3,285.0
beaumaris,4,0,1645000.0,3193.0,2.0,2.0,646.0,2018,2,3,285.0
beaumaris,3,0,1674000.0,3193.0,1.0,2.0,759.0,2018,2,3,285.0
beaumaris,4,0,1550000.0,3193.0,2.0,2.0,700.0,2018,2,3,285.0
beaumaris,4,0,1880000.0,3193.0,3.0,4.0,689.0,2018,2,3,285.0
bentleigh,4,0,1625000.0,3204.0,2.0,2.0,654.0,2018,2,3,704.0
bentleigh,4,0,1700000.0,3204.0,2.0,2.0,786.0,2018,2,3,704.0
bentleigh,3,0,1605000.0,3204.0,1.0,2.0,787.0,2018,2,3,704.0
bentleigh,3,2,1350000.0,3204.0,2.0,1.0,359.0,2018,2,3,704.0
bentleigh,2,2,920000.0,3204.0,1.0,1.0,256.0,2018,2,3,704.0
bentleigh,4,0,1300000.0,3204.0,2.0,1.0,587.0,2018,2,3,704.0
bentleigh east,3,0,1260000.0,3165.0,1.0,2.0,609.0,2018,2,3,812.0
bentleigh east,2,2,883000.0,3165.0,2.0,1.0,190.0,2018,2,3,812.0
bentleigh east,3,0,1155000.0,3165.0,1.0,2.0,584.0,2018,2,3,812.0
bentleigh east,4,2,1282000.0,3165.0,3.0,2.0,354.0,2018,2,3,812.0
bentleigh east,3,0,1015000.0,3165.0,2.0,4.0,564.0,2018,2,3,812.0
bentleigh east,3,0,1180000.0,3165.0,1.0,2.0,666.0,2018,2,3,812.0
bentleigh east,5,0,1669000.0,3165.0,3.0,2.0,400.0,2018,2,3,812.0
bentleigh east,3,0,1146000.0,3165.0,1.0,1.0,595.0,2018,2,3,812.0
black rock,4,0,1980000.0,3193.0,2.0,1.0,550.0,2018,2,3,179.0
blackburn,5,0,1670000.0,3130.0,2.0,3.0,886.0,2018,2,3,525.0
blackburn north,4,0,1300000.0,3130.0,2.0,2.0,938.0,2018,2,3,166.0
blackburn north,3,2,850000.0,3130.0,2.0,2.0,210.0,2018,2,3,166.0
blackburn south,4,0,1400000.0,3130.0,2.0,1.0,560.0,2018,2,3,309.0
blackburn south,3,0,870000.0,3130.0,1.0,1.0,542.0,2018,2,3,309.0
box hill,4,0,2128888.0,3128.0,3.0,2.0,686.0,2018,2,3,1032.0
braybrook,3,0,801500.0,3019.0,1.0,1.0,603.0,2018,2,3,991.0
brighton,3,0,1925000.0,3186.0,2.0,2.0,545.0,2018,2,3,1032.0
brighton,4,0,3590000.0,3186.0,3.0,2.0,839.0,2018,2,3,1032.0
brighton,3,0,1826000.0,3186.0,1.0,1.0,468.0,2018,2,3,1032.0
brighton,2,0,1250000.0,3186.0,1.0,0.0,199.0,2018,2,3,1032.0
brighton,4,0,2500000.0,3186.0,2.0,2.0,564.0,2018,2,3,1032.0
brighton,4,0,2300000.0,3186.0,2.0,1.0,393.0,2018,2,3,1032.0
brighton east,4,0,1840000.0,3187.0,2.0,2.0,612.0,2018,2,3,443.0
brighton east,4,0,1736000.0,3187.0,2.0,2.0,604.0,2018,2,3,443.0
brighton east,3,0,1700000.0,3187.0,1.0,2.0,632.0,2018,2,3,443.0
brighton east,3,0,1850000.0,3187.0,2.0,2.0,278.0,2018,2,3,443.0
brighton east,4,0,2500000.0,3187.0,2.0,2.0,598.0,2018,2,3,443.0
brighton east,4,0,2070000.0,3187.0,2.0,2.0,602.0,2018,2,3,443.0
brighton east,4,0,1555000.0,3187.0,2.0,2.0,550.0,2018,2,3,443.0
brighton east,5,0,2500000.0,3187.0,3.0,2.0,651.0,2018,2,3,443.0
brighton east,4,0,2000000.0,3187.0,3.0,3.0,602.0,2018,2,3,443.0
broadmeadows,3,0,560000.0,3047.0,1.0,2.0,566.0,2018,2,3,2913.0
broadmeadows,2,0,711000.0,3047.0,1.0,2.0,711.0,2018,2,3,2913.0
broadmeadows,3,0,653000.0,3047.0,1.0,0.0,647.0,2018,2,3,2913.0
broadmeadows,3,0,407500.0,3047.0,1.0,1.0,237.0,2018,2,3,2913.0
broadmeadows,4,0,560000.0,3047.0,1.0,2.0,604.0,2018,2,3,2913.0
brunswick,4,0,1500000.0,3056.0,2.0,1.0,373.0,2018,2,3,2439.0
brunswick,3,0,1100000.0,3056.0,1.0,1.0,392.0,2018,2,3,2439.0
brunswick,4,0,1325000.0,3056.0,1.0,3.0,520.0,2018,2,3,2439.0
brunswick,2,0,900000.0,3056.0,1.0,0.0,182.0,2018,2,3,2439.0
brunswick,3,0,1160000.0,3056.0,1.0,1.0,262.0,2018,2,3,2439.0
brunswick,4,0,1661000.0,3056.0,2.0,1.0,412.0,2018,2,3,2439.0
brunswick west,3,0,950000.0,3055.0,1.0,4.0,532.0,2018,2,3,799.0
brunswick west,3,0,1250000.0,3055.0,1.0,2.0,316.0,2018,2,3,799.0
brunswick west,4,0,1440200.0,3055.0,1.0,1.0,536.0,2018,2,3,799.0
brunswick west,3,0,1345000.0,3055.0,1.0,0.0,366.0,2018,2,3,799.0
bulleen,4,0,1337000.0,3105.0,2.0,4.0,722.0,2018,2,3,343.0
bulleen,4,0,1310000.0,3105.0,3.0,2.0,358.0,2018,2,3,343.0
bundoora,3,0,785000.0,3083.0,2.0,2.0,652.0,2018,2,3,487.0
burwood,3,0,1308000.0,3125.0,1.0,1.0,588.0,2018,2,3,106.0
burwood,3,0,1461000.0,3125.0,1.0,1.0,674.0,2018,2,3,106.0
burwood,3,0,1388000.0,3125.0,1.0,2.0,772.0,2018,2,3,106.0
burwood east,3,0,980000.0,3151.0,1.0,2.0,365.0,2018,2,3,470.0
burwood east,4,0,1177000.0,3151.0,1.0,1.0,645.0,2018,2,3,470.0
burwood east,4,0,1290000.0,3151.0,2.0,2.0,466.0,2018,2,3,470.0
burwood east,3,0,1140000.0,3151.0,1.0,2.0,585.0,2018,2,3,470.0
burwood east,3,0,1177000.0,3151.0,2.0,2.0,608.0,2018,2,3,470.0
camberwell,4,0,2175000.0,3124.0,2.0,3.0,616.0,2018,2,3,929.0
camberwell,7,0,1700000.0,3124.0,3.0,3.0,654.0,2018,2,3,929.0
camberwell,4,0,2200000.0,3124.0,2.0,4.0,944.0,2018,2,3,929.0
camberwell,4,0,2175000.0,3124.0,2.0,2.0,701.0,2018,2,3,929.0
carlton north,2,0,1065000.0,3054.0,1.0,0.0,96.0,2018,2,3,22.0
carrum downs,4,0,562500.0,3201.0,2.0,2.0,670.0,2018,2,3,1410.0
carrum downs,3,0,510000.0,3201.0,1.0,2.0,615.0,2018,2,3,1410.0
carrum downs,3,0,550000.0,3201.0,2.0,2.0,509.0,2018,2,3,1410.0
caulfield south,3,0,1530000.0,3162.0,2.0,1.0,297.0,2018,2,3,381.0
caulfield south,3,0,1425000.0,3162.0,2.0,2.0,370.0,2018,2,3,381.0
caulfield south,2,0,1101000.0,3162.0,1.0,2.0,347.0,2018,2,3,381.0
caulfield south,3,0,2000000.0,3162.0,3.0,4.0,959.0,2018,2,3,381.0
chadstone,3,0,1300000.0,3148.0,1.0,2.0,690.0,2018,2,3,591.0
chadstone,3,0,960000.0,3148.0,1.0,1.0,601.0,2018,2,3,591.0
cheltenham,3,2,875000.0,3192.0,2.0,1.0,163.0,2018,2,3,153.0
cheltenham,3,0,1305000.0,3192.0,1.0,2.0,694.0,2018,2,3,153.0
clarinda,5,0,1425000.0,3169.0,3.0,4.0,756.0,2018,2,3,211.0
clayton south,3,0,1020000.0,3169.0,1.0,1.0,620.0,2018,2,3,579.0
clifton hill,3,0,935000.0,3068.0,3.0,1.0,66.0,2018,2,3,562.0
coburg,3,1,881000.0,3058.0,1.0,1.0,318.0,2018,2,3,2172.0
coburg,2,0,857000.0,3058.0,1.0,1.0,236.0,2018,2,3,2172.0
coburg,3,0,1000000.0,3058.0,1.0,2.0,459.0,2018,2,3,2172.0
coburg north,4,0,1115000.0,3058.0,3.0,2.0,318.0,2018,2,3,924.0
collingwood,3,0,2330000.0,3066.0,2.0,2.0,178.0,2018,2,3,1773.0
coolaroo,4,0,550000.0,3048.0,2.0,2.0,605.0,2018,2,3,482.0
craigieburn,4,0,750000.0,3064.0,2.0,2.0,544.0,2018,2,3,2930.0
craigieburn,3,0,530000.0,3064.0,2.0,2.0,375.0,2018,2,3,2930.0
craigieburn,3,0,540000.0,3064.0,1.0,2.0,649.0,2018,2,3,2930.0
craigieburn,4,0,619500.0,3064.0,2.0,2.0,431.0,2018,2,3,2930.0
craigieburn,3,0,592500.0,3064.0,2.0,2.0,412.0,2018,2,3,2930.0
craigieburn,4,0,696000.0,3064.0,2.0,2.0,543.0,2018,2,3,2930.0
craigieburn,3,2,430000.0,3064.0,2.0,1.0,150.0,2018,2,3,2930.0
cremorne,2,0,1410000.0,3121.0,2.0,3.0,146.0,2018,2,3,296.0
croydon,4,0,1220000.0,3136.0,2.0,2.0,1068.0,2018,2,3,1364.0
croydon,3,0,676000.0,3136.0,1.0,1.0,773.0,2018,2,3,1364.0
dallas,3,0,434000.0,3047.0,1.0,2.0,615.0,2018,2,3,425.0
dandenong,3,0,611000.0,3175.0,1.0,1.0,584.0,2018,2,3,6304.0
dandenong north,3,0,690000.0,3175.0,2.0,2.0,540.0,2018,2,3,1164.0
dandenong north,4,0,850000.0,3175.0,2.0,2.0,553.0,2018,2,3,1164.0
deer park,4,0,545000.0,3023.0,2.0,2.0,401.0,2018,2,3,1256.0
diamond creek,4,0,1100000.0,3089.0,2.0,2.0,754.0,2018,2,3,466.0
diggers rest,3,0,485000.0,3427.0,2.0,2.0,690.0,2018,2,3,27.0
dingley village,3,0,1130000.0,3172.0,2.0,2.0,994.0,2018,2,3,357.0
dingley village,4,0,883500.0,3172.0,2.0,2.0,556.0,2018,2,3,357.0
dingley village,3,0,900000.0,3172.0,2.0,2.0,572.0,2018,2,3,357.0
dingley village,3,0,870000.0,3172.0,2.0,3.0,532.0,2018,2,3,357.0
dingley village,3,0,880000.0,3172.0,2.0,2.0,531.0,2018,2,3,357.0
doncaster east,4,0,1200000.0,3109.0,2.0,1.0,728.0,2018,2,3,841.0
doncaster east,3,0,1610000.0,3109.0,1.0,0.0,728.0,2018,2,3,841.0
doncaster east,4,0,1200000.0,3109.0,2.0,2.0,785.0,2018,2,3,841.0
doreen,3,0,537000.0,3754.0,2.0,2.0,319.0,2018,2,3,23.0
doreen,3,0,530000.0,3754.0,2.0,2.0,368.0,2018,2,3,23.0
doreen,6,0,970000.0,3754.0,3.0,2.0,518.0,2018,2,3,23.0
doreen,3,0,490000.0,3754.0,2.0,1.0,336.0,2018,2,3,23.0
eaglemont,4,0,1950000.0,3084.0,3.0,3.0,473.0,2018,2,3,143.0
edithvale,3,2,1157000.0,3196.0,2.0,2.0,367.0,2018,2,3,203.0
elsternwick,5,0,2245000.0,3185.0,2.0,4.0,729.0,2018,2,3,550.0
elsternwick,4,0,2200000.0,3185.0,2.0,1.0,408.0,2018,2,3,550.0
elsternwick,3,0,2100000.0,3185.0,2.0,1.0,346.0,2018,2,3,550.0
elsternwick,3,0,2235000.0,3185.0,2.0,2.0,520.0,2018,2,3,550.0
eltham,3,0,1165000.0,3095.0,2.0,2.0,1960.0,2018,2,3,2.0
eltham,4,0,1135000.0,3095.0,2.0,3.0,1046.0,2018,2,3,2.0
elwood,4,0,1920000.0,3184.0,3.0,2.0,339.0,2018,2,3,795.0
elwood,3,0,2450000.0,3184.0,2.0,3.0,548.0,2018,2,3,795.0
endeavour hills,4,0,1090000.0,3802.0,3.0,2.0,581.0,2018,2,3,1015.0
epping,3,0,600000.0,3076.0,2.0,2.0,461.0,2018,2,3,2625.0
epping,3,0,600000.0,3076.0,1.0,2.0,541.0,2018,2,3,2625.0
epping,5,0,670000.0,3076.0,2.0,2.0,612.0,2018,2,3,2625.0
essendon,3,0,1725000.0,3040.0,1.0,2.0,607.0,2018,2,3,1119.0
essendon,3,0,1570000.0,3040.0,1.0,2.0,767.0,2018,2,3,1119.0
essendon,4,0,1955000.0,3040.0,2.0,2.0,647.0,2018,2,3,1119.0
essendon,4,0,1500000.0,3040.0,2.0,4.0,810.0,2018,2,3,1119.0
essendon,3,1,818000.0,3040.0,1.0,1.0,233.0,2018,2,3,1119.0
essendon,5,0,1556000.0,3040.0,3.0,2.0,334.0,2018,2,3,1119.0
fawkner,3,0,750000.0,3060.0,2.0,2.0,689.0,2018,2,3,56.0
fawkner,3,0,750000.0,3060.0,1.0,1.0,720.0,2018,2,3,56.0
fawkner,3,0,740000.0,3060.0,2.0,1.0,595.0,2018,2,3,56.0
fawkner,3,0,865000.0,3060.0,2.0,4.0,533.0,2018,2,3,56.0
fawkner,3,0,600000.0,3060.0,1.0,2.0,603.0,2018,2,3,56.0
fitzroy,3,0,1595000.0,3065.0,2.0,2.0,136.0,2018,2,3,2206.0
fitzroy,3,0,2625000.0,3065.0,3.0,1.0,95.0,2018,2,3,2206.0
fitzroy north,4,0,1780000.0,3068.0,2.0,1.0,150.0,2018,2,3,32.0
fitzroy north,2,0,2002000.0,3068.0,1.0,1.0,263.0,2018,2,3,32.0
fitzroy north,4,0,1850000.0,3068.0,2.0,3.0,406.0,2018,2,3,32.0
fitzroy north,3,0,1125000.0,3068.0,2.0,2.0,139.0,2018,2,3,32.0
forest hill,2,0,705000.0,3131.0,1.0,1.0,247.0,2018,2,3,459.0
forest hill,3,0,880000.0,3131.0,1.0,2.0,666.0,2018,2,3,459.0
frankston,3,0,654000.0,3199.0,1.0,1.0,653.0,2018,2,3,5810.0
frankston south,3,0,980000.0,3199.0,2.0,2.0,1004.0,2018,2,3,518.0
gisborne,4,0,940000.0,3437.0,3.0,2.0,1011.0,2018,2,3,334.0
gladstone park,4,0,615000.0,3043.0,2.0,4.0,557.0,2018,2,3,420.0
glen iris,3,2,2225000.0,3146.0,2.0,2.0,474.0,2018,2,3,429.0
glen iris,4,0,3845000.0,3146.0,3.0,2.0,868.0,2018,2,3,429.0
glen iris,3,0,1640000.0,3146.0,2.0,2.0,400.0,2018,2,3,429.0
glen waverley,4,0,1260000.0,3150.0,1.0,1.0,729.0,2018,2,3,1442.0
glenroy,2,0,725000.0,3046.0,1.0,3.0,690.0,2018,2,3,1568.0
glenroy,4,0,772000.0,3046.0,1.0,4.0,590.0,2018,2,3,1568.0
greensborough,4,0,950000.0,3088.0,2.0,2.0,777.0,2018,2,3,1034.0
greensborough,3,0,810000.0,3088.0,1.0,2.0,720.0,2018,2,3,1034.0
greensborough,4,0,890000.0,3088.0,2.0,2.0,665.0,2018,2,3,1034.0
greensborough,6,0,968000.0,3088.0,4.0,2.0,705.0,2018,2,3,1034.0
greensborough,3,0,755000.0,3088.0,2.0,2.0,674.0,2018,2,3,1034.0
greensborough,3,0,805000.0,3088.0,1.0,2.0,565.0,2018,2,3,1034.0
greenvale,3,2,516000.0,3059.0,2.0,2.0,200.0,2018,2,3,604.0
greenvale,4,0,818000.0,3059.0,3.0,2.0,908.0,2018,2,3,604.0
greenvale,4,0,640000.0,3059.0,2.0,2.0,448.0,2018,2,3,604.0
greenvale,4,0,720000.0,3059.0,2.0,2.0,401.0,2018,2,3,604.0
hadfield,4,0,787000.0,3046.0,2.0,1.0,583.0,2018,2,3,415.0
hadfield,3,0,1060000.0,3046.0,1.0,0.0,737.0,2018,2,3,415.0
hawthorn,3,0,1500000.0,3122.0,1.0,0.0,234.0,2018,2,3,1185.0
hawthorn,5,0,5700000.0,3122.0,2.0,5.0,1671.0,2018,2,3,1185.0
hawthorn,4,0,2350000.0,3122.0,2.0,3.0,723.0,2018,2,3,1185.0
hawthorn east,2,0,1570000.0,3123.0,1.0,1.0,360.0,2018,2,3,544.0
heatherton,3,0,790000.0,3202.0,1.0,2.0,551.0,2018,2,3,169.0
heathmont,4,0,1540000.0,3135.0,2.0,3.0,866.0,2018,2,3,331.0
heathmont,3,0,1160000.0,3135.0,2.0,2.0,768.0,2018,2,3,331.0
highett,4,2,1550000.0,3190.0,2.0,3.0,339.0,2018,2,3,389.0
highett,4,2,1480000.0,3190.0,2.0,4.0,324.0,2018,2,3,389.0
hillside,5,0,740000.0,3037.0,3.0,2.0,720.0,2018,2,3,50.0
hoppers crossing,3,0,620000.0,3029.0,2.0,2.0,571.0,2018,2,3,2448.0
hoppers crossing,4,0,570000.0,3029.0,2.0,1.0,612.0,2018,2,3,2448.0
hoppers crossing,3,0,691000.0,3029.0,1.0,6.0,709.0,2018,2,3,2448.0
hoppers crossing,3,0,538000.0,3029.0,2.0,2.0,577.0,2018,2,3,2448.0
hoppers crossing,5,0,645000.0,3029.0,2.0,2.0,700.0,2018,2,3,2448.0
hoppers crossing,3,0,630000.0,3029.0,2.0,6.0,548.0,2018,2,3,2448.0
hoppers crossing,3,0,531000.0,3029.0,1.0,0.0,537.0,2018,2,3,2448.0
hoppers crossing,4,0,600500.0,3029.0,2.0,2.0,545.0,2018,2,3,2448.0
ivanhoe,4,0,1950000.0,3079.0,2.0,0.0,650.0,2018,2,3,766.0
ivanhoe,4,0,2579500.0,3079.0,3.0,3.0,640.0,2018,2,3,766.0
ivanhoe east,2,0,1490000.0,3079.0,1.0,1.0,563.0,2018,2,3,120.0
ivanhoe east,4,0,1930000.0,3079.0,2.0,2.0,605.0,2018,2,3,120.0
jacana,4,0,600000.0,3047.0,2.0,4.0,905.0,2018,2,3,277.0
kealba,4,0,800000.0,3021.0,2.0,2.0,526.0,2018,2,3,238.0
keilor,6,0,889000.0,3036.0,3.0,2.0,538.0,2018,2,3,274.0
keilor east,3,0,1011000.0,3033.0,1.0,2.0,536.0,2018,2,3,102.0
keilor east,4,0,1070000.0,3033.0,2.0,3.0,648.0,2018,2,3,102.0
keilor east,3,0,780000.0,3033.0,1.0,2.0,561.0,2018,2,3,102.0
kensington,3,0,1390000.0,3031.0,2.0,0.0,146.0,2018,2,3,797.0
kew,4,0,2280000.0,3101.0,2.0,1.0,715.0,2018,2,3,1106.0
kew,4,0,2325000.0,3101.0,2.0,2.0,439.0,2018,2,3,1106.0
kew,4,0,2695000.0,3101.0,3.0,2.0,369.0,2018,2,3,1106.0
kew east,4,0,2120000.0,3102.0,2.0,3.0,696.0,2018,2,3,202.0
kingsbury,3,0,725000.0,3083.0,1.0,1.0,550.0,2018,2,3,279.0
kingsville,2,0,930000.0,3012.0,1.0,0.0,279.0,2018,2,3,171.0
kurunjang,4,0,565000.0,3337.0,2.0,2.0,897.0,2018,2,3,477.0
langwarrin,5,0,690000.0,3910.0,3.0,3.0,660.0,2018,2,3,834.0
laverton,3,0,540000.0,3028.0,1.0,3.0,614.0,2018,2,3,524.0
laverton,3,0,450000.0,3028.0,1.0,2.0,548.0,2018,2,3,524.0
lower plenty,3,0,857500.0,3093.0,2.0,1.0,417.0,2018,2,3,150.0
lower plenty,1,2,530000.0,3093.0,1.0,1.0,380.0,2018,2,3,150.0
maidstone,3,0,818888.0,3012.0,1.0,1.0,332.0,2018,2,3,597.0
malvern,4,0,3800000.0,3144.0,2.0,2.0,786.0,2018,2,3,570.0
malvern east,4,2,1400000.0,3145.0,3.0,2.0,328.0,2018,2,3,1678.0
malvern east,5,0,2260000.0,3145.0,2.0,3.0,650.0,2018,2,3,1678.0
malvern east,4,0,1575000.0,3145.0,3.0,2.0,316.0,2018,2,3,1678.0
malvern east,2,0,1455000.0,3145.0,1.0,1.0,293.0,2018,2,3,1678.0
malvern east,4,0,3680000.0,3145.0,3.0,4.0,778.0,2018,2,3,1678.0
malvern east,4,0,2325000.0,3145.0,2.0,3.0,659.0,2018,2,3,1678.0
malvern east,6,0,4700000.0,3145.0,4.0,3.0,833.0,2018,2,3,1678.0
malvern east,2,2,700000.0,3145.0,1.0,1.0,71.0,2018,2,3,1678.0
malvern east,4,0,2100000.0,3145.0,3.0,3.0,569.0,2018,2,3,1678.0
malvern east,3,0,1700000.0,3145.0,1.0,1.0,837.0,2018,2,3,1678.0
maribyrnong,4,0,1275000.0,3032.0,3.0,4.0,180.0,2018,2,3,1266.0
mentone,4,0,1270000.0,3194.0,1.0,4.0,540.0,2018,2,3,661.0
mernda,3,0,606000.0,3754.0,2.0,2.0,376.0,2018,2,3,961.0
mernda,3,0,540000.0,3754.0,2.0,1.0,336.0,2018,2,3,961.0
mernda,3,0,641000.0,3754.0,2.0,2.0,448.0,2018,2,3,961.0
middle park,4,0,3150000.0,3206.0,2.0,4.0,183.0,2018,2,3,235.0
mill park,3,0,530500.0,3082.0,1.0,2.0,269.0,2018,2,3,1644.0
mill park,4,0,775000.0,3082.0,2.0,2.0,750.0,2018,2,3,1644.0
mill park,3,0,722000.0,3082.0,2.0,2.0,606.0,2018,2,3,1644.0
mill park,3,0,615000.0,3082.0,1.0,1.0,529.0,2018,2,3,1644.0
mill park,4,0,800000.0,3082.0,2.0,4.0,579.0,2018,2,3,1644.0
mont albert,3,0,2320000.0,3127.0,3.0,0.0,1126.0,2018,2,3,2.0
mont albert,4,0,2550000.0,3127.0,3.0,2.0,747.0,2018,2,3,2.0
moonee ponds,3,0,1210000.0,3039.0,1.0,2.0,355.0,2018,2,3,1159.0
moonee ponds,4,0,2025000.0,3039.0,2.0,2.0,791.0,2018,2,3,1159.0
moonee ponds,3,0,1250000.0,3039.0,2.0,2.0,246.0,2018,2,3,1159.0
mooroolbark,3,0,620000.0,3138.0,1.0,2.0,399.0,2018,2,3,856.0
mordialloc,5,0,1300000.0,3195.0,3.0,2.0,533.0,2018,2,3,617.0
mount waverley,3,0,1330000.0,3149.0,1.0,1.0,728.0,2018,2,3,1187.0
mulgrave,3,0,1280000.0,3170.0,2.0,4.0,962.0,2018,2,3,1018.0
